id,time,event,option1
2367,37.4192,Baidu,Principal Architect
2371,28.0000,Cisco,Software Eng Software Dev Manage
2371,33.5068,Cisco,Eng Manage
2371,38.5096,Cisco,Sr Software Dev Manage
2371,41.5123,Symantec,Software Eng Manage Security Tech Response
2371,42.5123,Juniper Networks,Sr Manage Cloud Security Eng
2374,30.0000,University Illinois UrbanaChampaign,Research Assistant
2374,36.0055,Adobe,Research Science
2377,28.0000,Microsoft,Software Dev Eng
2377,30.9178,Groupon,Full Stack Tech Lead Software Dev EngI Push Service Infrastructure
2380,30.0000,Symantec,Sr Recruiting
2380,33.7562,Alibaba,Staff Manage
2385,31.0000,Yahoo,Tool Dev
2385,31.2466,Juniper Networks,Sr Software Eng
2385,32.1616,Netflix,Sr Tool Eng
2386,30.0000,Carnegie Mellon University,Master Student
2386,30.8301,Oracle,Member Tech Staff
2388,25.0000,Google,Software Eng Intern
2388,26.8356,Google,Sr Staff Software Eng Eng Manage
2388,33.6767,Facebook,Eng Manage
2390,31.0000,Microsoft,Summer Research Intern
2390,32.2521,UC Berkeley,Graduate student
2390,38.2575,LinkedIn,Applied Research
2390,39.1726,LinkedIn,Sr Applied Research
2392,30.0000,Yahoo,Software Eng
2392,32.2521,Yahoo,Software Eng
2392,33.5890,Yahoo,Sr Software Dev
2392,35.1699,Microsoft,Software Dev
2394,28.0000,Microsoft,Software Design Eng Test
2394,29.6685,Microsoft,Software Design Eng
2394,32.8384,salesforcecom,Sr Member Tech Staff
2394,34.1726,salesforcecom,Lead Member Tech Staff
2394,35.1726,Salesforce,Lead Member Tech Staff Software Eng
2395,24.0000,Intel,Big Data Software Eng
2395,25.5041,Google,Software Eng
2395,25.9178,Tencent,Software Dev
2395,27.1699,Alibaba,Specialist
2397,29.0000,IBM,Software Eng Intern
2397,29.8356,Baidu,Software Eng
2397,31.1699,Baidu,Sr Software Eng
2398,28.0000,IBM,Integration Architect Almaden Research Center
2398,30.0027,Yahoo,Eng Manage Web Analyst Eng
2398,31.8356,Yahoo,Sr Eng Manage Yahoo Finance
2398,34.6712,Yahoo,Sr Eng Manage Performance Monitor
2398,35.6712,LinkedIn,Sr Eng Manage Tool
2399,30.0000,University WisconsinMadison,Teaching Assistant
2399,30.6630,Oracle,Intern
2399,31.0000,University WisconsinMadison,Research Assistant
2399,31.6658,Oracle,Member Tech Staff
2399,34.3370,Oracle,Sr Member Tech Staff
2400,22.0000,Oracle,Applied Eng
2400,24.9151,Yahoo,Sr Dev
2400,26.2521,Oracle,Sr Applied Eng
2404,26.0000,IBM,Software Eng
2404,30.0877,Sun MicroSystem,Software Eng Intern
2404,31.3370,Sun MicroSystem,Member Tech Staff
2407,31.0000,Infosys,Software Dev Eng Search Team
2407,33.7507,salesforcecom,Software Dev Intern Big Data Analyst Team
2407,34.4219,salesforcecom,Associate Member Tech Staff Search Team
2407,35.4986,Salesforce,Member Tech Staff Search Team
2408,31.0000,IBM,Sr Manage Personal System Software
2408,37.0027,IBM,Manage Global Small Medium Business Desktop Manage Service
2408,38.0055,IBM,Program Director Intellectual Asset Transformation Global Tech Service
2408,39.0904,IBM,Sr Manage Service Research
2409,31.0000,Carnegie Mellon University,Graduate Research Assistant
2409,31.9233,Amazon,Software Dev Eng
2413,25.0000,Yahoo,Trade Market Manage
2413,26.7534,Google,Head Market
2413,34.0904,Apple,Market Lead
2415,22.0000,Microsoft Research Asia,Research Intern
2415,23.1671,Cornell University,Research Assistant
2415,24.5863,Google,Software Eng Intern
2415,25.2548,Microsoft,Software Dev Eng
2415,26.2548,Google,Software Eng
2415,28.0027,Google,Sr Software Eng
2416,26.0000,Microsoft,Microsoft CRM Software Dev Eng
2416,28.4192,Microsoft,SharePoint Search Software Dev Eng
2416,32.9205,Microsoft,Bing Software Dev Eng
2416,34.5918,LinkedIn,Sr Software Eng
2416,36.5918,LinkedIn,Staff Software Eng
2417,22.0000,Microsoft,Software Dev
2417,32.2575,Amazon,Software Dev
2417,33.8411,Google,Sr Software Eng
2418,30.0000,Motorola,Software Eng Contractor
2418,30.4959,Microsoft,Software Design Eng
2419,22.0000,Microsoft,Software Design Eng
2419,23.0000,Microsoft,Software Design Eng
2419,25.0000,Microsoft,Dev Lead
2419,31.0055,Microsoft,Principal Dev Manage
2419,33.0055,Microsoft,Principal Dev Manage
2419,35.0082,Microsoft,Principal Dev Manage
2419,38.0110,Google,Eng Manage
2420,29.0000,Microsoft,Sr Dev
2420,32.2548,Microsoft,Sr Dev Lead Visual Studio for Devices
2420,36.8384,Microsoft,Principal Dev Manage Dev Division China
2420,38.2575,Microsoft,Principal Group Manage Parallel compute Platform
2420,39.5096,Microsoft,Principal Group Manage Parallel compute Platform
2420,40.9233,Microsoft,Principal Architect Tech compute
2420,41.4274,Microsoft,Principal Dev Manage Tech compute
2420,42.4274,Yahoo,Sr Director Eng Hadoop Cloud Service Mobile
2420,43.8438,Yahoo,Distinguished Architect Sr Director Eng
2420,45.3452,Yahoo,Distinguished Architect Sr Director Eng for Platforms Chief Architect Yahoo
2420,45.8438,Yahoo,Yahoo Beijing fice's Most Sr Lead
2420,46.2630,Yahoo,Distinguished Architect Sr Director Eng on Monitor Notification Performance
2422,25.0000,University Washington,Research Assistant
2422,29.5863,Amazon,Software Dev Eng
2422,31.0055,Twitter,Software Eng
2423,25.0000,Oracle,Software Dev Intern
2423,26.0849,Oracle,Sr Member Tech Staff
2423,28.5041,Facebook,Software Eng
2423,31.0877,Uber,Software Eng
2424,30.0000,Oracle,Sr Solaris Eng
2424,30.4137,EMC,Sr Eng
2424,32.5014,EMC,Associate Principal Eng
2424,33.8356,EMC,Principal Software Eng
2427,28.0000,Yahoo,Director Eng
2427,30.4164,Uber,Head Predictive Analyst
2429,26.0000,Carnegie Mellon University,Doctoral Cidate
2429,31.3370,Google,Sr Software Eng Tech Lead
2431,29.0000,eBay,Principal Software Eng
2431,35.6712,Google,Seinor Software Eng
2431,37.5096,Twitter,Sr Software Eng
2431,38.9233,Uber,Sr Software Eng
2437,25.0000,Microsoft,Intern
2437,26.7479,Tencent,Software Eng
2437,27.5808,Autodesk,Software Eng
2438,22.0000,IBM,Advisor IT specialist
2438,23.8329,eBay,Sr Dev
2439,25.0000,StanfoResearch Dev University,Postdoc Scholar
2439,27.5836,StanfoResearch Dev University,Research Science
2439,31.6685,Netflix,Sr Data Science
2440,28.0000,EMC,Research Science
2440,30.0027,Alibaba,Sr Expert
2441,24.0000,SAP,Dev Product Manage
2441,28.0027,IBM,Solution Architect WebSphere Business Dev
2441,35.2548,IBM,Sr Tech Solution Architect
2441,42.3397,IBM,Fintech Client Executive
2443,22.0000,Microsoft Research Asia,Research Intern
2443,22.9178,Facebook,Software Eng
2443,24.7507,Airbnb,Software Eng
2449,30.0000,Google,Research Intern
2449,31.2521,Alibaba,Algorithm Eng
2450,25.0000,Tata Consultancy Service,IT Analyst
2450,29.2548,Microsoft,Sr Software Eng
2450,33.8384,Microsoft,Sr Data Science
2451,25.0000,Oracle,Sale Consult Manage
2451,28.4219,IBM,Growth Initiatives Worldwide Sale Lead IBM Analyst Platform
2451,35.3397,IBM,Open Source Analyst Program Research Dev Sale Lead for Big Data
2453,25.0000,Nokia,Product Manage Product Market Manage India South Asia Maps Digital Mobile Product
2453,28.2548,Microsoft,Sr Program Manage Apps Internet Digital Media Content Global Product Partnerships
2455,29.0000,Nokia,UX Research Intern Nokia Research Center
2455,32.0877,Cornell University,Graduate Research Assistant
2456,22.0000,IBM,Research Staff Member
2456,29.5096,Lenovo,Sr ResearchManage
2456,32.5973,Lenovo,Sr Manage Sr Research
2458,22.0000,University Illinois UrbanaChampaign,Research Assistant
2458,27.8384,Google,Sr Software Eng
2459,22.0000,Microsoft,Group Manage Research Advanced Tech Lab
2459,24.4986,Microsoft,Sr Product Manage
2459,27.0877,Microsoft,Sr Product Manage
2459,29.0055,Yahoo,Director Product Manage Yahoo Search
2463,25.0000,Motorola,Software Eng
2463,27.8356,Nokia,Software Design Project Lead
2463,31.0877,Yahoo,Sr Software Eng
2464,30.0000,Microsoft,Research Intern
2464,32.4959,Google,Software Eng Intern
2465,22.0000,HewlettP,Eng Intern
2465,22.4110,HewlettP,System Software Eng
2465,26.2466,VMware,Intern Virtual Machine Monitor
2466,31.0000,Oracle,Member Tech Staff
2466,33.8356,Amazon,Software Dev Eng Intern
2466,34.6685,Amazon,Software Dev Eng
2467,24.0000,Yahoo,Sr Software Eng
2467,27.6685,Zynga,Principle Software Eng
2469,29.0000,Microsoft,Dev Intern
2469,29.5014,Intel,Software Develop Intern
2469,31.8384,IBM,Research Intern
2469,34.9178,Alibaba,Expert
2471,24.0000,LinkedIn,Sr Software Eng
2471,24.3342,Google,Software Eng
2475,25.0000,Motorola,Software Eng
2475,29.6740,Microsoft,Software Dev Eng
2476,28.0000,Oracle,Sr Software Eng
2476,33.6712,Infosys,Tech Lead
2477,22.0000,Georgia Institute Tech,Graduate Research Assistant Microsoft fellowship
2477,23.6685,Microsoft,Sr Software Dev Eng
2477,27.8384,Twitter,Sr Software Dev Eng
2477,28.5014,Twitter,Software Eng Manage
2478,22.0000,Google,Intern
2478,22.2521,StanfoResearch Dev University,PhD
2478,27.1699,Facebook,Research Science
2478,32.5918,Facebook,Eng Manage
2480,31.0000,IBM,Staff Software Eng
2480,35.2466,Intel,Sr Software Eng
2480,37.0822,eBay,Member Tech Staff Software Eng
2481,22.0000,University WisconsinMadison,Research Assistant
2481,23.8329,Facebook,Software Eng
2484,28.0000,Microsoft,Software Design Eng
2484,29.9151,Amazon,Software Dev Eng
2484,30.6712,Google,Software Eng
2486,25.0000,University Washington,Research Assistant
2486,25.5808,Amazon,Research Science
2491,31.0000,Amazon,Software Dev Eng Intern
2491,31.6712,Google,Software Eng
2491,32.7479,Airbnb,Software Eng
2492,29.0000,Amazon,Software Dev Eng Intern
2492,29.5863,LinkedIn,Software Eng
2494,25.0000,LinkedIn,Sr Software Eng
2494,28.2521,Airbnb,Software Eng
2495,26.0000,Huawei,Sr Software Dev Eng
2495,28.0027,Motorola,Staff Software Dev Eng
2495,31.0055,Trend Micro,Staff Software Dev Eng
2496,24.0000,Microsoft,Software Eng
2496,27.4986,Google,Tech Lead
2499,29.0000,IBM,Software Eng
2499,30.9205,Symantec,Software Eng
2499,33.0877,Tencent,Sr Eng
2501,22.0000,Trend Micro,Sr Research Software Eng
2501,24.3315,Yahoo,Sr Software Eng
2502,31.0000,Microsoft,Research Intern
2502,33.1699,NVIDIA,Research Intern
2502,34.1699,NVIDIA,Research Intern
2502,34.4219,Carnegie Mellon University,Teaching Assistant
2502,35.1699,Microsoft,Research Intern
2503,28.0000,Yahoo,Software Eng Intern
2503,28.9178,Yahoo,Software Eng
2503,30.7507,Twitter,Software Eng
2505,29.0000,Carnegie Mellon University,Graduate Teaching Assistant
2505,29.3288,Microsoft,Software Eng Intern
2505,29.5808,Carnegie Mellon University,Graduate Teaching Assistant
2505,30.1644,Google,Software Eng
2506,28.0000,StanfoResearch Dev University,Postdoc
2506,30.2521,Microsoft,Applied Research
2509,26.0000,Symantec,Intern
2509,26.4164,Symantec,Associate Software Eng
2509,28.4164,Symantec,Software Eng
2509,28.9178,Amazon,Software Dev Eng
2510,26.0000,Tencent,Research
2510,29.0849,Microsoft,Software Eng
2511,24.0000,Georgia Institute Tech,Graduate Research Assistant
2511,27.8356,Google,Software Eng
2512,25.0000,Google,Software Eng
2512,26.8384,Google,Tech Lead Software Eng
2512,27.8384,Google,Sr Software Eng
2512,29.8411,Microsoft,Principal Program Manage
2516,29.0000,LinkedIn,Principal Web Dev
2516,35.6685,Pinterest,Eng Manage Core Experience
2518,29.0000,Tencent,Research Eng
2518,30.2521,Microsoft,Sr Dev Eng
2518,31.8329,Alibaba,Tech Expert
2519,22.0000,LinkedIn,Site Reliability Eng Intern
2519,22.1671,Carnegie Mellon University,Graduate Teaching Assistant
2520,25.0000,IBM,Sr Tech Staff Member IBM Lotus
2520,29.0027,NetApp,Vice President Chief Architect
2521,25.0000,University Massachusetts Amherst,Research Assistant
2521,31.7534,Amazon,Software Dev Eng
2521,34.8356,Lenovo,Staff Research
2522,22.0000,Oracle,Eng
2522,23.1699,Facebook,Eng
2522,25.2521,Facebook,Director Product Eng
2525,24.0000,Twitter,Data Software Eng
2525,25.1671,Twitter,API Sr Software Eng
2525,27.4192,Lyft,Software Eng
2526,26.0000,Intel,Lead Security Eng
2526,30.0877,Amazon,Sr Security Eng
2531,24.0000,Yahoo,Sr Product Manage
2531,28.0877,Microsoft,Principal Program Manage
2531,28.6685,Microsoft,Principal Program Manage
2532,25.0000,Oracle,Intern
2532,29.0849,Microsoft,Software Design Eng
2532,38.0904,Intel,Media Software Architect
2535,29.0000,IBM,Intern
2535,30.0849,IBM,Software Eng
2535,33.5068,SAP,Sr Software Dev
2538,30.0000,Sun MicroSystem,Software Eng
2538,33.0027,Symantec,Sr Software Eng
2538,34.8384,Symantec,Principle Eng
2539,25.0000,Oracle,Software Eng
2539,25.8356,Google,Sr Software Eng
2540,22.0000,LinkedIn,Software Eng Intern
2540,22.6712,Google,Software Eng Intern
2540,23.2521,Twitter,Software Eng Intern
2540,24.0849,Pinterest,Software Eng
2541,24.0000,IBM,Sr Industry Manage
2541,24.5863,IBM,Cloud Business Dev Manage
2541,26.0822,Amazon,Sr Account Manage
2543,25.0000,Georgia Institute Tech,Graduate Research Assistant
2543,26.9178,Yahoo,Sr Research Eng
2543,31.0055,Microsoft,Data Science 
2546,26.0000,Google,Summer Intern
2546,26.8329,LinkedIn,Software Eng
2552,25.0000,IBM,Software Eng Intern
2552,25.5863,Microsoft,Software Dev Eng Intern
2552,26.1671,Baidu,Sr Software Eng
2552,27.1671,Baidu,Sr Dev Lead
2552,29.5068,Baidu,Sr Dev Lead
2552,31.1699,Baidu,Enineering Manage
2552,33.0055,Microsoft,Sr Dev Lead
2552,34.2575,Baidu,Sr Eng Manage
2553,26.0000,Google,Software Eng
2553,29.6685,Google,Lead Program
2553,32.6712,YouTube,Software Eng
2555,25.0000,eBay,Sr Software Eng
2555,28.1699,LinkedIn,Sr Software Eng
2555,36.6712,Uber,Eng
2557,24.0000,Microsoft Research Asia,Intern
2557,24.7534,Microsoft Research Asia,Research Software Eng
2557,27.7562,Microsoft,Software Eng Data Science
2557,31.5918,LinkedIn,Software Eng
2558,25.0000,Baidu,Software Eng
2558,26.6685,Google,Sr Software Eng
2559,28.0000,EMC,Intern
2559,29.3342,NetApp,Member Tech Staff
2559,33.3370,Amazon,Software Dev Eng
2559,34.7507,Apple,Sr Software Eng Java Backend
2563,30.0000,Nokia,Lead Software Eng
2563,35.1644,Salesforce,Sr Software Eng
2564,31.0000,SAP,Sr Software Dev
2564,38.8384,Oracle,CMember Tech Staff
2566,29.0000,Tencent,Sr Software Eng
2566,30.0000,Groupon,Backend Software Eng
2566,30.4192,Groupon,Dev
2567,24.0000,Microsoft,HCI Research
2567,28.0027,Baidu,Principle Architect
2568,24.0000,BEA System,PreSale Intern
2568,25.1699,IBM,Software Eng
2569,28.0000,Carnegie Mellon University,Graduate research assistant
2569,34.0055,Google,Sr Software Eng
2571,22.0000,Carnegie Mellon University,Teaching Assistant Data Center Operation
2571,23.2521,Intel,Sr Software Eng
2571,28.1699,NetApp,Sr Member Tech Staff
2571,29.0877,VMware,Sr Member Tech Staff
2573,30.0000,Intel,Software Eng
2573,32.3342,VMware,DSE Domain Specific Expert
2574,30.0000,IBM,Advisory Software Eng
2574,32.1644,EMC,Principal Software Eng
2574,33.4137,IBM,Sr Software Eng
2575,30.0000,Intel,IT Site Manage
2575,34.4192,HewlettP,Software Manage
2575,35.2575,HewlettP,Sr Software Eng Manage
2577,30.0000,Microsoft Research,Principal Research
2577,39.0055,Zynga,Chief Science
2579,30.0000,Facebook,Software Eng Intern
2579,31.0000,Facebook,Software Eng Intern
2579,31.2521,Google,Software Eng Intern
2579,32.5068,Facebook,Software Eng
2584,25.0000,Yahoo,Principal Architect Cloud Infrastructure Group
2584,29.9233,Apple,Sr Software Eng Big Data
2585,30.0000,Lenovo,Staff Research
2585,30.8329,Tencent,Sr Eng
2586,26.0000,Microsoft,Sr Eng
2586,27.0000,Intel,Software Dev Eng Lead USB Windows Core OS Division
2587,30.0000,Carnegie Mellon University,Research Assistant
2587,31.1699,Oracle,Member Tech Staff
2587,33.5041,Oracle,Sr Member Tech Staff
2588,24.0000,Sun MicroSystem,Security Architect Identity Access Manage
2588,27.2548,Oracle,Principal Sale Consult
2589,31.0000,Microsoft Research Asia,Research Intern
2589,31.6658,Intel,Software Eng Intern
2589,33.0849,Google,Software Eng Intern
2589,35.2548,Google,Software Eng
2589,37.3397,YouTube,Software Eng
2590,24.0000,IBM,Software Eng
2590,26.0027,IBM,Lead Software developement
2590,28.0877,EMC,Sr Software Eng
2590,30.8384,EMC,Associate Principal Eng
2593,22.0000,Sun MicroSystem,Territory Manage
2593,26.1699,Oracle,Tech Sale Manage
2593,28.4219,salesforcecom,Sr Strategic Account Executive
2594,26.0000,HewlettP,Sr Software Eng
2594,27.2493,Amazon,Manage Research Dev
2594,29.5014,Amazon,Key Account Manage Ads
2597,25.0000,eBay,Intern Software Dev
2597,25.6712,San Jose State University,Graduate Student
2598,25.0000,Microsoft,Sr Techinal Support Eng
2598,31.1726,Microsoft,Sr Software Dev Eng
2598,39.0082,Google,Software Eng
2598,40.0082,Google,Software Eng
2601,29.0000,Amazon,Software Dev Eng Intern
2601,29.6712,Northeastern University,Teaching Assistant Grader
2601,30.2521,Amazon,Software Dev Eng
2602,25.0000,HewlettP,Sr Software Eng
2602,28.8356,Business Objects,Program Manage
2603,29.0000,Informix,Product Manage
2603,31.0027,IBM,Manage Product Manage
2603,34.2521,IBM,Manage Software Eng
2603,36.2521,IBM,Manage Product Market Manage
2603,37.3342,IBM,Sr Manage Product Market
2605,29.0000,Microsoft,Software Eng
2605,31.0849,Microsoft,Lead Sr Software Eng
2605,33.0027,Microsoft,Sr Software Dev Ad Center
2605,35.4219,LinkedIn,Sr Software Eng
2605,36.8384,LinkedIn,Staff Software Eng
2606,25.0000,Infosys,System Eng
2606,26.8356,Arizona State University,Graduate Student
2607,30.0000,Microsoft,Software Dev Eng Intern
2607,30.6712,Twitter,Software Eng
2607,32.9178,Google,Software Eng
2608,25.0000,ZTE,Product Tech Manage
2608,28.7507,IBM,Advisory IT Specialist
2608,33.0055,IBM,System Architect
2608,34.0055,IBM,Cloud Solution Architect
2608,35.2521,IBM,Client Tech Architect
2611,24.0000,Intel,Research
2611,26.1644,IBM,Research System Eng
2612,22.0000,UC Berkeley,Undergraduate Robotics Research
2612,23.0877,LinkedIn,Staff Software Eng
2613,26.0000,Cisco,Sr Software Eng
2613,29.0027,Juniper Networks,Staff Eng
2615,29.0000,Huawei,Software Eng
2615,30.0000,IBM,Staff Software Eng
2615,30.7507,IBM,Staff Software Eng
2615,31.7507,IBM,Staff Software Eng
2615,32.5890,Intel,Eng
2615,33.4219,Intel,Software Dev
2618,29.0000,Microsoft,Sr Research Software Dev
2618,33.5836,Uber,Sr Software Eng Tech Lead
2618,34.5863,Salesforce,Sr Director Eng
2624,26.0000,Intel,Software Dev Eng Intern
2624,26.4986,Amazon,Software Dev Eng
2627,24.0000,Amazon,Software Dev Eng Intern
2627,24.2521,University WisconsinMadison,Teaching Assistant
2627,24.6712,Google,Software Eng
2627,25.5041,Google,Junior Software Eng
2627,27.5041,Google,Sr Software Eng
2628,29.0000,IBM,Dev Project Manage
2628,34.1699,IBM,Software Dev Manage
2628,37.7589,IBM,Sr Software Dev Manage
2628,39.6740,IBM,Executive Websphere Dev Product Manage
2628,42.5945,Huawei,TDT Lead Dev Unit Lead Huawei Software Platform division
2630,25.0000,IBM,Research Science Intern
2630,26.6712,University Southern California,Research Assistant
2631,25.0000,Georgia Institute Tech,Graduate Research Assistant
2631,26.8356,Qualcomm,Software Eng
2631,27.3315,Cisco,Sr Software Eng
2633,31.0000,Intel,SW Architect
2633,32.2493,Baidu,Research Dev Director
2637,22.0000,Facebook,Data Eng
2637,23.0849,LinkedIn,Sr Software Eng
2639,26.0000,University Massachusetts Amherst,Graduate Student
2639,26.6658,University Massachusetts Amherst,Graduate Student
2639,32.6712,Google,Software Eng
2640,30.0000,University Massachusetts Amherst,Research Assistant
2640,33.0027,NetApp,Member Tech Staff
2641,25.0000,Adobe,Jr compute Science
2641,25.8301,Amazon,Web Dev Eng
2643,22.0000,Nokia,HaResearch Devware Eng Intern
2643,23.0000,Microsoft,HaResearch Devware Baseb Eng Contract via Aspirant System
2643,23.7479,Microsoft,Electrical Eng HaResearch Devware Design Contract via Tech Mahindra
2644,31.0000,Georgia Institute Tech,Graduate Research Assistant
2644,32.4192,Microsoft,Software Dev Eng
2644,33.8329,LinkedIn,Data Science
2644,35.0027,LinkedIn,Sr Software Eng
2646,31.0000,Microsoft,Software Dev Eng
2646,32.1671,LinkedIn,Software Eng
2646,33.3342,Google,Software Eng
2647,22.0000,Microsoft,Software Eng Intern
2647,23.2548,Microsoft,Software Eng
2647,25.9205,Groupon,Software Eng
2647,27.5096,Twitter,Sr Software Eng
2647,28.3425,Twitter,Eng Manage
2648,29.0000,Yahoo,Software Eng Data Platform
2648,30.0027,Yahoo,Software Eng Hotjobs
2648,31.1726,Microsoft,Software Design Eng Search
2648,34.2575,Microsoft,Sr Software Dev Eng Ad
2648,36.6712,Groupon,Tech Lead Sr Eng Manage
2650,22.0000,NVIDIA,System Software Intern
2650,23.0000,Facebook,Production Eng Intern
2650,23.6712,Georgia Institute Tech,Graduate Research Assistant
2652,22.0000,EMC,Software Eng Intern
2652,22.5041,Carnegie Mellon University,Graduate Research Assistant
2652,23.5068,Oracle,Member Tech Staff
2652,24.9260,Oracle,Sr Member Tech Staff
2652,26.5890,Oracle,Principal Member Tech Staff
2652,27.1726,LinkedIn,Sr Software Eng
2654,25.0000,Yahoo,Principal Research Science Architect
2654,30.1699,Google,Staff Research Science
2654,33.0877,Microsoft,Partner Architect Shared Platform Applied Service Group
2654,34.7534,Microsoft,Partner Architect Azure Compute Cloud Enterprise
2655,29.0000,Sun MicroSystem,Staff Eng
2655,42.0932,Oracle,Principle Software Eng
2655,42.6740,Oracle,Software Eng Manage
2655,45.9260,Facebook,Performance Capacity Eng
2655,47.0110,Facebook,Eng Manage Performance Capacity
2656,25.0000,VMware,System Eng Sale Eng
2656,27.1726,NVIDIA,Solution Architect Sale Architect
2657,22.0000,Oracle,Sr Member Tech Staff Data Mining Tech Group
2657,23.0000,Oracle,Principal Member Tech Staff Data Mining Tech Group
2657,24.0027,Oracle,Tech Dev Manage
2657,32.0082,Oracle,Sr Tech Dev Manage Data Mining Tech
2657,39.1753,Uber,Head Applied Machine Learning Data Science Platform
2658,29.0000,LinkedIn,Staff Software Eng Lead
2658,32.1699,Uber,Sr Software Eng
2659,28.0000,Yahoo,Software Eng
2659,29.0767,Zynga,Software Eng
2659,30.6658,Zynga,Sr Software Eng
2662,24.0000,Google,Software Eng Intern
2662,24.5014,Microsoft,Software Dev Eng
2662,26.4192,Amazon,Software Dev Eng
2662,27.9178,Google,Sr Software Engn Google DartSearch infrastructure team
2665,28.0000,Oracle,Sr Manage Advanced Analyst
2665,29.1726,VMware,Group Manage Market Reporting Analyst
2665,32.9233,VMware,Director Market Reporting Analyst
2666,31.0000,Georgia Institute Tech,Graduate Research Teaching Assistant
2666,32.7507,Intel,Research Intern
2666,33.4219,Georgia Institute Tech,Graduate Research Teaching Assistant
2671,31.0000,Adobe,Sr Software Eng
2671,33.6685,Oracle,Principal Software Eng
2673,22.0000,Yahoo,Science
2673,23.6658,Google,Software Eng
2673,26.3315,LinkedIn,Staff Software Eng Data Mining Data Analyst
2674,30.0000,University Illinois UrbanaChampaign,Undergraduate Research Assistant
2674,31.5863,UC Berkeley,PhD Cidate
2674,37.7534,Twitter,Sr Software Eng
2678,26.0000,Microsoft,Intern Visiting Student
2678,31.0849,Microsoft,Software Eng
2678,35.5918,Facebook,Software Eng
2678,39.3425,Facebook,Eng Manage
2679,26.0000,Carnegie Mellon University,Graduate Student
2679,27.5041,IBM,Watson Algorithm Eng
2682,31.0000,Sun MicroSystem,Research Eng
2682,33.5890,Yahoo,Sr Data Insights Analyst Principal
2682,37.3397,Zynga,Sr Analyst
2684,28.0000,Microsoft Research,Software Architect Group Manage
2684,39.6767,eBay,Sr Director Hadoop Data Mining
2684,41.1753,Microsoft,Partner Dev Manage
2693,24.0000,Microsoft,Consult
2693,26.0000,Microsoft,Sr Consult
2693,28.0027,Microsoft,Service Line Architect
2693,29.5836,Microsoft,Principal Architect
2693,31.0027,Microsoft,Resoruce Practice Manage
2693,33.3397,Microsoft,Enterprise Service Lead Director
2693,37.1753,Microsoft,Microsoft Tech Center Director
2693,39.0932,IBM,Cloud Advisor
2694,25.0000,IBM,Research Staff Member
2694,30.5836,Google,Sr Research Science
2694,35.6712,LinkedIn,Principal Applied Science Sr Manage NLP
2695,25.0000,IBM,Intern Almaden Research Lab
2695,26.1699,Cornell University,Assistant Professor compute Science Department
2695,29.0027,Microsoft,Principal Dev SQLServer Mobile
2695,30.0055,Microsoft,Product Unit Manage SQLServer Notification Service
2695,32.0055,Microsoft,Software Architect SQLServer WinFS
2695,34.5945,Microsoft,Partner Product Unit Manage SQLServer Manageability
2695,38.7589,Microsoft,Partner Eng Manage AdCenter
2695,40.7589,Microsoft,Partner Architect
2697,22.0000,San Jose State University,Linux System administrator
2697,23.0000,IBM,Software Dev Eng Intern
2697,23.6712,IBM,Staff Software Eng
2700,26.0000,eBay,Sr Software Eng
2700,27.4959,Netflix,Sr Data Architect
2701,29.0000,Cisco,Software Eng
2701,33.8411,Yahoo,Sr Software Eng
2701,39.3397,Zynga,Principal Software Eng
2702,26.0000,Microsoft Research,Postdoc Research
2702,28.2548,Microsoft,Software Dev Eng
2702,29.5918,Microsoft,Software Dev Eng
2702,32.8384,Microsoft,Sr Science
2702,35.3452,Microsoft,Sr Science Lead
2702,37.1781,Microsoft,Principle Science Lead
2704,24.0000,Zynga,Software Eng Intern
2704,25.0849,Zynga,Software Eng
2704,25.5863,Zynga,Sr Software Eng
2704,26.2521,Facebook,Research Science
2705,28.0000,Carnegie Mellon University,Graduate Student
2705,29.7479,Oracle,Sr Member Tech Staff
2706,22.0000,Motorola,Director Software Eng
2706,25.0027,Nokia,Sr Director Eng
2707,22.0000,The Ohio State University,Teaching Assistant
2707,24.2521,The Ohio State University,Research Assistant
2707,27.0849,Google,Quantitative Analyst
2708,26.0000,Autodesk,Software Eng
2708,28.5041,Autodesk,Team Lead
2708,29.5068,Microsoft,Software Dev Engn Test
2708,31.1726,Microsoft,Software Eng
2708,34.5945,Microsoft,Software Eng
2709,31.0000,Intel,Software Eng
2709,32.5041,Intel,Research Science
2709,34.3370,Netflix,Sr Software Eng
2710,22.0000,Yahoo,Intern
2710,23.3288,Microsoft,Intern Software Dev Engn Test
2710,24.4959,Microsoft,Software Developement Engn Test
2710,25.0849,Microsoft,Software Dev Eng
2710,26.1644,Microsoft,Research Software Dev Eng
2710,27.1644,Google,Software Eng
2712,31.0000,Symantec,Principal Software Eng File System Dev
2712,35.2548,Symantec,Manage File System Eng
2712,36.5890,Symantec,Sr Manage File System Eng
2712,38.5890,Symantec,Director Eng
2712,41.5096,Symantec,Sr Director Eng
2712,42.4247,Veritas Tech LLC,Sr Director Eng
2714,28.0000,eBay,Software Eng
2714,28.6712,Yahoo,Research Eng
2714,29.2548,Facebook,Software Eng
2715,25.0000,Yahoo,Principal Research Manage
2715,32.0055,Google,Member Tech Staff
2716,25.0000,PayPal,Interaction Design
2716,26.5836,Yahoo,Staff Interaction Design
2717,28.0000,Amazon,Software Dev Eng
2717,29.0767,Microsoft,Software Dev Eng
